Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Cost,Profit_Calc,Year,Month
2213,CA-2017-107874,2017-11-21,11/25/2017,Standard Class,SW-20275,Consumer,United States,New York City,New York,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,0.2,0.504,26.916,0.5040000000000013,2017,11
2214,CA-2017-129378,2017-10-01,10/2/2017,First Class,NS-18505,Consumer,United States,San Jose,California,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.2,20.8494,-19.409399999999998,20.8494,2017,10
2215,CA-2017-129378,2017-10-01,10/2/2017,First Class,NS-18505,Consumer,United States,San Jose,California,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,13,0.0,60.49,1.2860000000000014,60.49,2017,10
2216,CA-2017-129378,2017-10-01,10/2/2017,First Class,NS-18505,Consumer,United States,San Jose,California,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,0.2,9.5032,232.45680000000002,9.503199999999993,2017,10
2217,CA-2017-129378,2017-10-01,10/2/2017,First Class,NS-18505,Consumer,United States,San Jose,California,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,0.9856,107.6224,0.9856000000000051,2017,10
2218,CA-2014-151953,2014-09-20,9/25/2014,Standard Class,DB-13555,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,2.816,2,0.2,3.6192,-0.8032000000000004,3.6192,2014,9
2219,CA-2017-130841,2017-07-28,8/1/2017,Standard Class,MH-17620,Corporate,United States,San Francisco,California,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984,4,0.0,4.1944,5.7896,4.1944,2017,7
2220,CA-2017-130841,2017-07-28,8/1/2017,Standard Class,MH-17620,Corporate,United States,San Francisco,California,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,1,0.2,100.24,-85.25999999999999,100.24,2017,7
2221,CA-2017-130841,2017-07-28,8/1/2017,Standard Class,MH-17620,Corporate,United States,San Francisco,California,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,4,0.4,-89.089,1234.6889999999999,-89.08899999999994,2017,7
2222,CA-2015-131884,2015-12-06,12/6/2015,Same Day,DK-13375,Consumer,United States,Marion,Ohio,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94,2,0.2,4.672,481.268,4.6720000000000255,2015,12
2223,CA-2015-131884,2015-12-06,12/6/2015,Same Day,DK-13375,Consumer,United States,Marion,Ohio,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,8,0.3,-24.2352,61.6112,-24.2352,2015,12
2224,CA-2015-131884,2015-12-06,12/6/2015,Same Day,DK-13375,Consumer,United States,Marion,Ohio,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,1,0.2,17.8152,52.8708,17.815200000000004,2015,12
2225,CA-2017-121909,2017-07-31,8/5/2017,Standard Class,EA-14035,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.816,3,0.7,-98.8018,153.6178,-98.80179999999999,2017,7
2226,CA-2016-106383,2016-03-19,3/21/2016,Second Class,BT-11440,Consumer,United States,Littleton,Colorado,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,0.2,0.4706,71.82339999999999,0.47060000000000457,2016,3
2227,CA-2017-130771,2017-07-29,8/3/2017,Standard Class,LA-16780,Corporate,United States,Austin,Texas,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,15.599,-12.703,15.599,2017,7
2228,CA-2017-130771,2017-07-29,8/3/2017,Standard Class,LA-16780,Corporate,United States,Austin,Texas,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,1,0.4,-115.7058,240.49779999999998,-115.70579999999998,2017,7
2229,CA-2016-139157,2016-10-01,10/5/2016,Standard Class,GM-14680,Consumer,United States,New York City,New York,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,0.2,252.588,78.00000000000003,252.588,2016,10
2230,CA-2014-128055,2014-03-31,4/5/2014,Standard Class,AA-10315,Consumer,United States,San Francisco,California,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.0,14.8344,658.7336,14.83439999999996,2014,3
2231,CA-2014-128055,2014-03-31,4/5/2014,Standard Class,AA-10315,Consumer,United States,San Francisco,California,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0.0,31.587,21.392999999999997,31.587,2014,3
2232,CA-2017-157091,2017-06-26,7/1/2017,Standard Class,DB-13405,Consumer,United States,La Porte,Indiana,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.2,14.3075,512.1425,14.307500000000005,2017,6
2233,CA-2017-132122,2017-07-09,7/14/2017,Standard Class,JH-15820,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,35.9964,192.9236,35.996399999999994,2017,7
2234,CA-2015-123232,2015-12-14,12/16/2015,Second Class,DJ-13630,Consumer,United States,Portland,Oregon,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,4,0.0,67.6599,252.30810000000002,67.6599,2015,12
2235,CA-2017-104066,2017-12-05,12/10/2017,Standard Class,QJ-19255,Corporate,United States,Burlington,Vermont,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03,7,0.0,11.4516,193.5784,11.451600000000013,2017,12
2236,CA-2015-145849,2015-09-15,9/17/2015,Second Class,CT-11995,Consumer,United States,Indianapolis,Indiana,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,2,0.0,8.2688,182.59120000000001,8.268799999999999,2015,9
2237,CA-2015-145849,2015-09-15,9/17/2015,Second Class,CT-11995,Consumer,United States,Indianapolis,Indiana,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,8,0.0,12.432,11.888,12.432,2015,9
2238,CA-2016-122322,2016-07-15,7/21/2016,Standard Class,RH-19510,Home Office,United States,Provo,Utah,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,0.6,-52.17,96.57,-52.169999999999995,2016,7
2239,CA-2017-166849,2017-04-20,4/26/2017,Standard Class,SJ-20125,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,0.2,381.297,-336.89700000000005,381.297,2017,4
2240,CA-2016-146633,2016-11-15,11/17/2016,Second Class,TG-21310,Consumer,United States,Los Angeles,California,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,13.3476,1003.4444000000001,13.347599999999943,2016,11
2241,CA-2016-146633,2016-11-15,11/17/2016,Second Class,TG-21310,Consumer,United States,Los Angeles,California,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,0.4,-115.4958,153.6318,-115.4958,2016,11
2242,US-2016-126893,2016-11-26,12/1/2016,Standard Class,CT-11995,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.982,3,0.0,15.2712,479.7108,15.271200000000022,2016,11
2243,CA-2017-103380,2017-11-21,11/25/2017,Standard Class,BF-11005,Home Office,United States,Pasadena,California,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,1.4456,55.1144,1.4455999999999989,2017,11
2244,CA-2017-103380,2017-11-21,11/25/2017,Standard Class,BF-11005,Home Office,United States,Pasadena,California,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,2,0.0,3.5178,2.0422,3.5178,2017,11
2245,CA-2017-103380,2017-11-21,11/25/2017,Standard Class,BF-11005,Home Office,United States,Pasadena,California,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2,0.0,2.2412,6.7787999999999995,2.2412,2017,11
2246,CA-2017-103380,2017-11-21,11/25/2017,Standard Class,BF-11005,Home Office,United States,Pasadena,California,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,0.2,49.4982,-40.8782,49.4982,2017,11
2247,CA-2017-103380,2017-11-21,11/25/2017,Standard Class,BF-11005,Home Office,United States,Pasadena,California,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.0,6.4128,653.5632,6.412799999999947,2017,11
2248,CA-2015-116092,2015-02-15,2/18/2015,Second Class,JM-16195,Consumer,United States,Los Angeles,California,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.2,13.0375,0.3224999999999998,13.0375,2015,2
2249,CA-2015-116092,2015-02-15,2/18/2015,Second Class,JM-16195,Consumer,United States,Los Angeles,California,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,4.176,37.544,4.176000000000002,2015,2
2250,CA-2015-116092,2015-02-15,2/18/2015,Second Class,JM-16195,Consumer,United States,Los Angeles,California,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.0,157.0176,-145.49759999999998,157.0176,2015,2
2251,CA-2015-116092,2015-02-15,2/18/2015,Second Class,JM-16195,Consumer,United States,Los Angeles,California,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,0.0,9.3312,532.1088000000001,9.331199999999967,2015,2
2252,CA-2015-116092,2015-02-15,2/18/2015,Second Class,JM-16195,Consumer,United States,Los Angeles,California,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0.0,68.976,-49.536,68.976,2015,2
2253,CA-2016-117849,2016-04-15,4/17/2016,Second Class,JK-16120,Home Office,United States,San Diego,California,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,14.2758,129.42419999999998,14.275800000000004,2016,4
2254,CA-2015-169201,2015-09-28,10/1/2015,First Class,HG-14965,Corporate,United States,San Francisco,California,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,15.246,28.013999999999996,15.246000000000002,2015,9
2255,CA-2015-169201,2015-09-28,10/1/2015,First Class,HG-14965,Corporate,United States,San Francisco,California,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,2,0.0,131.355,-87.79499999999999,131.355,2015,9
2256,CA-2016-164091,2016-09-17,9/22/2016,Standard Class,LA-16780,Corporate,United States,Bangor,Maine,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0.0,33.9388,403.9112,33.938800000000015,2016,9
2257,CA-2016-164091,2016-09-17,9/22/2016,Standard Class,LA-16780,Corporate,United States,Bangor,Maine,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.2,90.972,18.50800000000001,90.972,2016,9
2258,CA-2017-105214,2017-06-16,6/19/2017,First Class,TS-21610,Consumer,United States,San Francisco,California,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.0,8.7138,1204.2462,8.713799999999992,2017,6
2259,CA-2017-105214,2017-06-16,6/19/2017,First Class,TS-21610,Consumer,United States,San Francisco,California,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,2.4,16.14,2.3999999999999986,2017,6
2260,CA-2015-117611,2015-11-08,11/10/2015,Second Class,MZ-17335,Home Office,United States,San Diego,California,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,0.0,66.9546,-61.9546,66.9546,2015,11
2261,CA-2015-117611,2015-11-08,11/10/2015,Second Class,MZ-17335,Home Office,United States,San Diego,California,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,24.936,347.03400000000005,24.93599999999998,2015,11
2262,US-2015-137960,2015-12-18,12/18/2015,Same Day,MW-18220,Consumer,United States,New York City,New York,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0.0,79.1934,87.04660000000001,79.1934,2015,12
2263,CA-2017-122994,2017-02-06,2/9/2017,First Class,MV-17485,Consumer,United States,Arlington,Virginia,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0.0,114.9954,244.9746,114.99540000000002,2017,2
2264,CA-2016-131065,2016-11-14,11/16/2016,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,2.376,497.60400000000004,2.3759999999999764,2016,11
2265,CA-2016-131065,2016-11-14,11/16/2016,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,3.8822,1.3978000000000002,3.8822,2016,11
2266,CA-2016-131065,2016-11-14,11/16/2016,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.2,2.6892,5.5708,2.6891999999999996,2016,11
2267,CA-2017-149146,2017-10-12,10/12/2017,Same Day,SM-20320,Home Office,United States,Monroe,North Carolina,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,2,0.0,6.3504,1.6176000000000004,6.3504,2017,10
2268,CA-2017-137470,2017-09-17,9/17/2017,Same Day,TP-21415,Consumer,United States,Seattle,Washington,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0.0,3.1104,9.8496,3.1104000000000003,2017,9
2269,CA-2017-105480,2017-12-20,12/26/2017,Standard Class,DK-13225,Corporate,United States,Rochester,New York,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,6.48,1,0.2,2.3571,4.1229000000000005,2.3571,2017,12
2270,CA-2017-105480,2017-12-20,12/26/2017,Standard Class,DK-13225,Corporate,United States,Rochester,New York,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,1,0.2,4.1965,2.7874999999999996,4.1965,2017,12
2271,CA-2017-164917,2017-12-02,12/7/2017,Standard Class,MK-17905,Corporate,United States,Miami,Florida,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.0,47.9376,0.022399999999997533,47.9376,2017,12
2272,CA-2015-102036,2015-09-21,9/27/2015,Standard Class,CS-12130,Consumer,United States,Seattle,Washington,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,0.0,95.7572,103.98280000000001,95.7572,2015,9
2273,CA-2015-142944,2015-03-06,3/11/2015,Standard Class,JL-15850,Consumer,United States,San Francisco,California,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0.2,377.9946,57.2654,377.9946,2015,3
2274,CA-2015-142944,2015-03-06,3/11/2015,Standard Class,JL-15850,Consumer,United States,San Francisco,California,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,0.2,3.5858,1116.3981999999999,3.585800000000063,2015,3
2275,CA-2014-157882,2014-10-03,10/8/2014,Second Class,AR-10405,Corporate,United States,Los Angeles,California,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,13.7646,129.6674,13.764600000000002,2014,10
2276,CA-2014-157882,2014-10-03,10/8/2014,Second Class,AR-10405,Corporate,United States,Los Angeles,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.0,0.0,122.352,0.0,2014,10
2277,CA-2014-104283,2014-06-27,7/1/2014,Standard Class,LM-17065,Consumer,United States,Southaven,Mississippi,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0.0,22.3548,283.8452,22.35480000000001,2014,6
2278,CA-2014-104283,2014-06-27,7/1/2014,Standard Class,LM-17065,Consumer,United States,Southaven,Mississippi,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,53.7504,32.229600000000005,53.7504,2014,6
2279,CA-2014-104283,2014-06-27,7/1/2014,Standard Class,LM-17065,Consumer,United States,Southaven,Mississippi,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0.2,-6.098,230.05800000000002,-6.098000000000013,2014,6
2280,CA-2017-142622,2017-10-30,11/2/2017,First Class,JK-15625,Consumer,United States,Seattle,Washington,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-23.0352,120.6032,-23.035200000000003,2017,10
2281,CA-2017-142622,2017-10-30,11/2/2017,First Class,JK-15625,Consumer,United States,Seattle,Washington,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,614.272,8,0.0,37.9962,576.2758,37.996200000000044,2017,10
2282,CA-2017-142622,2017-10-30,11/2/2017,First Class,JK-15625,Consumer,United States,Seattle,Washington,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,22.1536,177.82639999999998,22.15360000000001,2017,10
2283,CA-2016-132143,2016-09-03,9/5/2016,First Class,FM-14215,Corporate,United States,Middletown,Connecticut,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,0.0,6.6976,41.462399999999995,6.697600000000001,2016,9
2284,CA-2015-153108,2015-03-05,3/9/2015,Standard Class,SF-20200,Consumer,United States,New Castle,Indiana,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,0.0,16.3863,7.533700000000003,16.3863,2015,3
2285,CA-2015-153108,2015-03-05,3/9/2015,Standard Class,SF-20200,Consumer,United States,New Castle,Indiana,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,60.69,7,0.2,5.2026,55.487399999999994,5.202600000000004,2015,3
2286,CA-2016-112676,2016-05-05,5/8/2016,First Class,PJ-18835,Corporate,United States,Murfreesboro,Tennessee,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,3,0.0,12.264,2.088000000000001,12.264,2016,5
2287,CA-2017-165687,2017-11-17,11/23/2017,Standard Class,CS-12355,Consumer,United States,Salem,Virginia,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2,0.2,1.311,33.729,1.311,2017,11
2288,US-2017-112928,2017-06-01,6/5/2017,Second Class,BB-10990,Corporate,United States,Toledo,Ohio,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.0,4.756,12.724,4.756,2017,6
2289,CA-2017-143343,2017-06-10,6/13/2017,First Class,BW-11200,Consumer,United States,Los Angeles,California,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4,5,0.0,80.3682,-63.9682,80.3682,2017,6
2290,CA-2017-115154,2017-01-08,1/11/2017,First Class,RS-19420,Corporate,United States,Seattle,Washington,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,77.7519,815.2281,77.75189999999998,2017,1
2291,CA-2015-149342,2015-04-20,4/25/2015,Standard Class,TS-21160,Corporate,United States,Columbus,Georgia,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,297.69,-9.71999999999997,297.69,2015,4
2292,CA-2015-149342,2015-04-20,4/25/2015,Standard Class,TS-21160,Corporate,United States,Columbus,Georgia,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,6.2208,589.1591999999999,6.220800000000054,2015,4
2293,CA-2015-149342,2015-04-20,4/25/2015,Standard Class,TS-21160,Corporate,United States,Columbus,Georgia,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,1.3365,11.6235,1.336500000000001,2015,4
2294,CA-2015-130995,2015-11-01,11/6/2015,Standard Class,QJ-19255,Corporate,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1,0.0,38.2095,-33.259499999999996,38.2095,2015,11
2295,CA-2017-127929,2017-12-23,12/27/2017,Standard Class,FM-14215,Corporate,United States,Middletown,Connecticut,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,0.0,6.2192,175.7308,6.219200000000001,2017,12
2296,CA-2015-113145,2015-11-01,11/5/2015,Standard Class,VD-21670,Consumer,United States,New York City,New York,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,106.477,-92.95700000000001,106.477,2015,11
2297,CA-2015-113145,2015-11-01,11/5/2015,Standard Class,VD-21670,Consumer,United States,New York City,New York,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,1.2885,258.4115,1.288499999999999,2015,11
2298,CA-2015-113145,2015-11-01,11/5/2015,Standard Class,VD-21670,Consumer,United States,New York City,New York,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,1,0.0,601.9699,-559.0199,601.9699,2015,11
2299,CA-2015-113145,2015-11-01,11/5/2015,Standard Class,VD-21670,Consumer,United States,New York City,New York,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.0,125.99,1273.94,125.99000000000001,2015,11
2300,CA-2015-113145,2015-11-01,11/5/2015,Standard Class,VD-21670,Consumer,United States,New York City,New York,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,4,0.0,6.36,497.59999999999997,6.360000000000014,2015,11
2301,CA-2014-162362,2014-11-14,11/18/2014,Standard Class,JL-15505,Consumer,United States,Midland,Michigan,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72,3,0.0,5.6448,7.075200000000001,5.6448,2014,11
2302,CA-2014-162362,2014-11-14,11/18/2014,Standard Class,JL-15505,Consumer,United States,Midland,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,0.0,31.6,-20.080000000000002,31.6,2014,11
2303,CA-2016-106558,2016-01-17,1/21/2016,Standard Class,DL-13495,Corporate,United States,Columbus,Georgia,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,0.0,188.2192,127.7808,188.2192,2016,1
2304,CA-2017-157931,2017-09-17,9/22/2017,Second Class,MO-17800,Home Office,United States,Roswell,Georgia,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,49.9704,673.9495999999999,49.97040000000004,2017,9
2305,CA-2017-157931,2017-09-17,9/22/2017,Second Class,MO-17800,Home Office,United States,Roswell,Georgia,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.3,-14.1372,120.4572,-14.137200000000007,2017,9
2306,CA-2016-115574,2016-12-23,12/24/2016,First Class,BP-11185,Corporate,United States,Chicago,Illinois,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,0.2,9.8658,131.5062,9.865800000000007,2016,12
2307,CA-2015-160794,2015-08-06,8/8/2015,First Class,MS-17980,Corporate,United States,Houston,Texas,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,3,0.0,171.93,-144.714,171.93,2015,8
2308,CA-2017-116225,2017-11-05,11/9/2017,Standard Class,SV-20935,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,5,0.2,35.099,355.651,35.09899999999999,2017,11
2309,US-2017-120418,2017-06-11,6/12/2017,First Class,BC-11125,Home Office,United States,Peoria,Arizona,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,1,0.2,7.7004,273.09159999999997,7.700400000000002,2017,6
2310,US-2017-120418,2017-06-11,6/12/2017,First Class,BC-11125,Home Office,United States,Peoria,Arizona,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,0.2,6.603,61.84499999999999,6.6030000000000015,2017,6
2311,US-2017-120418,2017-06-11,6/12/2017,First Class,BC-11125,Home Office,United States,Peoria,Arizona,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,1.984,86.05600000000001,1.9839999999999947,2017,6
2312,US-2017-120418,2017-06-11,6/12/2017,First Class,BC-11125,Home Office,United States,Peoria,Arizona,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.872,1,0.2,-48.5082,64.3802,-48.5082,2017,6
2313,US-2017-120418,2017-06-11,6/12/2017,First Class,BC-11125,Home Office,United States,Peoria,Arizona,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,3,0.0,6.8714,208.72060000000002,6.871399999999994,2017,6
2314,CA-2017-122035,2017-07-20,7/25/2017,Standard Class,EM-13825,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,112.4064,-97.7864,112.4064,2017,7
2315,CA-2017-122035,2017-07-20,7/25/2017,Standard Class,EM-13825,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2,0.0,20.21,396.11,20.20999999999998,2017,7
2316,CA-2017-122035,2017-07-20,7/25/2017,Standard Class,EM-13825,Corporate,United States,Sioux Falls,South Dakota,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0,5,0.0,27.441,15.559000000000001,27.441,2017,7
2317,CA-2017-122035,2017-07-20,7/25/2017,Standard Class,EM-13825,Corporate,United States,Sioux Falls,South Dakota,Central,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,3,0.0,30.415,152.525,30.414999999999992,2017,7
