row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
2563,CA-2016-302563,2015-10-08,2015-10-10,Same Day,CG-22563,Customer_2563,Consumer,United States,Miami,Florida,33101,South,PROD-302563,Office Supplies,Labels,Labels Product 2563,305.03,12,0.15,22.8772
2564,CA-2016-302564,2015-10-15,2015-10-21,Same Day,CG-22564,Customer_2564,Corporate,United States,Chicago,Illinois,60601,Central,PROD-302564,Office Supplies,Storage,Storage Product 2564,1982.68,7,0.25,49.567
2565,CA-2016-302565,2017-11-04,2017-11-08,Second Class,CG-22565,Customer_2565,Consumer,United States,Miami,Florida,33101,South,PROD-302565,Furniture,Bookcases,Bookcases Product 2565,2371.77,13,0.05,296.4712
2566,CA-2016-302566,2016-10-12,2016-10-15,First Class,CG-22566,Customer_2566,Home Office,United States,Los Angeles,California,90001,West,PROD-302566,Technology,Accessories,Accessories Product 2566,1139.92,8,0.15,85.494
2567,CA-2016-302567,2016-01-27,2016-01-31,Standard Class,CG-22567,Customer_2567,Home Office,United States,Los Angeles,California,90001,West,PROD-302567,Office Supplies,Storage,Storage Product 2567,2049.57,9,0.25,51.2392
2568,CA-2016-302568,2016-11-20,2016-11-26,First Class,CG-22568,Customer_2568,Home Office,United States,Los Angeles,California,90001,West,PROD-302568,Technology,Accessories,Accessories Product 2568,1441.1,7,0.05,180.1375
2569,CA-2016-302569,2014-10-30,2014-11-05,Standard Class,CG-22569,Customer_2569,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302569,Technology,Phones,Phones Product 2569,2433.25,10,0.25,60.8312
2570,CA-2016-302570,2017-11-18,2017-11-24,First Class,CG-22570,Customer_2570,Corporate,United States,Los Angeles,California,90001,West,PROD-302570,Technology,Machines,Machines Product 2570,388.27,12,0.25,9.7067
2571,CA-2016-302571,2014-10-10,2014-10-14,Same Day,CG-22571,Customer_2571,Corporate,United States,Houston,Texas,77001,South,PROD-302571,Furniture,Chairs,Chairs Product 2571,1954.45,13,0.0,293.1675
2572,CA-2016-302572,2016-04-26,2016-04-30,Second Class,CG-22572,Customer_2572,Home Office,United States,Los Angeles,California,90001,West,PROD-302572,Technology,Accessories,Accessories Product 2572,291.22,9,0.2,14.561
2573,CA-2016-302573,2014-10-06,2014-10-12,Second Class,CG-22573,Customer_2573,Corporate,United States,New York,New York,10001,East,PROD-302573,Office Supplies,Paper,Paper Product 2573,609.65,4,0.05,76.2062
2574,CA-2016-302574,2017-07-02,2017-07-05,Same Day,CG-22574,Customer_2574,Home Office,United States,Seattle,Washington,98101,West,PROD-302574,Office Supplies,Storage,Storage Product 2574,496.09,5,0.05,62.0112
2575,CA-2016-302575,2015-02-19,2015-02-24,Standard Class,CG-22575,Customer_2575,Consumer,United States,New York,New York,10001,East,PROD-302575,Furniture,Chairs,Chairs Product 2575,1684.64,11,0.05,210.58
2576,CA-2016-302576,2017-07-14,2017-07-15,Standard Class,CG-22576,Customer_2576,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302576,Office Supplies,Storage,Storage Product 2576,2083.21,12,0.05,260.4013
2577,CA-2016-302577,2017-07-11,2017-07-12,Second Class,CG-22577,Customer_2577,Corporate,United States,Los Angeles,California,90001,West,PROD-302577,Office Supplies,Labels,Labels Product 2577,2107.52,7,0.1,210.752
2578,CA-2016-302578,2015-12-06,2015-12-10,Second Class,CG-22578,Customer_2578,Home Office,United States,Los Angeles,California,90001,West,PROD-302578,Technology,Phones,Phones Product 2578,1633.85,15,0.05,204.2312
2579,CA-2016-302579,2016-07-16,2016-07-20,Same Day,CG-22579,Customer_2579,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302579,Office Supplies,Labels,Labels Product 2579,1284.48,3,0.05,160.56
2580,CA-2016-302580,2015-03-11,2015-03-17,First Class,CG-22580,Customer_2580,Corporate,United States,Houston,Texas,77001,South,PROD-302580,Furniture,Chairs,Chairs Product 2580,760.21,7,0.0,114.0315
2581,CA-2016-302581,2014-11-06,2014-11-12,First Class,CG-22581,Customer_2581,Corporate,United States,New York,New York,10001,East,PROD-302581,Furniture,Bookcases,Bookcases Product 2581,1102.24,6,0.2,55.112
2582,CA-2016-302582,2017-04-10,2017-04-17,Second Class,CG-22582,Customer_2582,Home Office,United States,Houston,Texas,77001,South,PROD-302582,Furniture,Chairs,Chairs Product 2582,352.04,5,0.15,26.403
2583,CA-2016-302583,2016-11-06,2016-11-12,Second Class,CG-22583,Customer_2583,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302583,Furniture,Tables,Tables Product 2583,976.57,3,0.0,146.4855
2584,CA-2016-302584,2014-01-24,2014-01-28,Second Class,CG-22584,Customer_2584,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302584,Furniture,Bookcases,Bookcases Product 2584,1406.71,1,0.15,105.5032
2585,CA-2016-302585,2014-09-11,2014-09-13,Second Class,CG-22585,Customer_2585,Home Office,United States,Houston,Texas,77001,South,PROD-302585,Technology,Accessories,Accessories Product 2585,1845.85,4,0.0,276.8775
2586,CA-2016-302586,2015-01-30,2015-02-01,Same Day,CG-22586,Customer_2586,Corporate,United States,Miami,Florida,33101,South,PROD-302586,Office Supplies,Storage,Storage Product 2586,1850.6,6,0.05,231.325
2587,CA-2016-302587,2017-02-18,2017-02-22,Second Class,CG-22587,Customer_2587,Consumer,United States,Seattle,Washington,98101,West,PROD-302587,Technology,Machines,Machines Product 2587,1790.41,13,0.25,44.7602
2588,CA-2016-302588,2017-06-20,2017-06-21,Same Day,CG-22588,Customer_2588,Corporate,United States,Miami,Florida,33101,South,PROD-302588,Furniture,Chairs,Chairs Product 2588,519.29,7,0.15,38.9467
2589,CA-2016-302589,2016-02-20,2016-02-26,First Class,CG-22589,Customer_2589,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302589,Furniture,Chairs,Chairs Product 2589,1042.34,6,0.2,52.117
2590,CA-2016-302590,2014-10-11,2014-10-18,Same Day,CG-22590,Customer_2590,Home Office,United States,Seattle,Washington,98101,West,PROD-302590,Office Supplies,Paper,Paper Product 2590,1524.02,10,0.0,228.603
2591,CA-2016-302591,2015-11-22,2015-11-25,Second Class,CG-22591,Customer_2591,Corporate,United States,Los Angeles,California,90001,West,PROD-302591,Technology,Phones,Phones Product 2591,895.78,14,0.25,22.3945
2592,CA-2016-302592,2014-04-22,2014-04-26,First Class,CG-22592,Customer_2592,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302592,Technology,Accessories,Accessories Product 2592,75.96,10,0.2,3.798
2593,CA-2016-302593,2016-07-11,2016-07-14,Same Day,CG-22593,Customer_2593,Corporate,United States,Chicago,Illinois,60601,Central,PROD-302593,Furniture,Bookcases,Bookcases Product 2593,1523.93,5,0.15,114.2948
2594,CA-2016-302594,2015-02-21,2015-02-28,Standard Class,CG-22594,Customer_2594,Home Office,United States,Chicago,Illinois,60601,Central,PROD-302594,Furniture,Chairs,Chairs Product 2594,2154.19,8,0.0,323.1285
2595,CA-2016-302595,2016-09-06,2016-09-07,Same Day,CG-22595,Customer_2595,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302595,Furniture,Tables,Tables Product 2595,1984.71,15,0.1,198.471
2596,CA-2016-302596,2015-06-05,2015-06-12,Standard Class,CG-22596,Customer_2596,Corporate,United States,Miami,Florida,33101,South,PROD-302596,Furniture,Tables,Tables Product 2596,263.93,15,0.0,39.5895
2597,CA-2016-302597,2015-05-27,2015-06-01,Standard Class,CG-22597,Customer_2597,Home Office,United States,Miami,Florida,33101,South,PROD-302597,Furniture,Chairs,Chairs Product 2597,2480.03,1,0.1,248.003
2598,CA-2016-302598,2014-11-13,2014-11-14,First Class,CG-22598,Customer_2598,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302598,Technology,Phones,Phones Product 2598,1238.54,15,0.1,123.854
2599,CA-2016-302599,2014-10-16,2014-10-23,Second Class,CG-22599,Customer_2599,Consumer,United States,Seattle,Washington,98101,West,PROD-302599,Furniture,Chairs,Chairs Product 2599,1350.42,8,0.25,33.7605
2600,CA-2016-302600,2016-03-29,2016-04-01,First Class,CG-22600,Customer_2600,Corporate,United States,Los Angeles,California,90001,West,PROD-302600,Furniture,Tables,Tables Product 2600,1865.47,13,0.2,93.2735
2601,CA-2016-302601,2015-08-16,2015-08-18,Second Class,CG-22601,Customer_2601,Consumer,United States,New York,New York,10001,East,PROD-302601,Technology,Machines,Machines Product 2601,376.89,6,0.15,28.2667
2602,CA-2016-302602,2014-08-07,2014-08-09,Second Class,CG-22602,Customer_2602,Consumer,United States,New York,New York,10001,East,PROD-302602,Furniture,Bookcases,Bookcases Product 2602,1307.97,13,0.2,65.3985
2603,CA-2016-302603,2014-03-19,2014-03-21,Same Day,CG-22603,Customer_2603,Consumer,United States,New York,New York,10001,East,PROD-302603,Office Supplies,Binders,Binders Product 2603,410.79,6,0.0,61.6185
2604,CA-2016-302604,2016-08-01,2016-08-05,Standard Class,CG-22604,Customer_2604,Corporate,United States,Chicago,Illinois,60601,Central,PROD-302604,Office Supplies,Labels,Labels Product 2604,2308.57,15,0.15,173.1428
2605,CA-2016-302605,2015-06-08,2015-06-14,Standard Class,CG-22605,Customer_2605,Home Office,United States,Seattle,Washington,98101,West,PROD-302605,Office Supplies,Labels,Labels Product 2605,380.15,4,0.15,28.5112
2606,CA-2016-302606,2017-01-25,2017-02-01,Standard Class,CG-22606,Customer_2606,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302606,Technology,Machines,Machines Product 2606,304.55,4,0.15,22.8412
2607,CA-2016-302607,2015-07-08,2015-07-09,Second Class,CG-22607,Customer_2607,Corporate,United States,Miami,Florida,33101,South,PROD-302607,Furniture,Bookcases,Bookcases Product 2607,142.57,1,0.2,7.1285
2608,CA-2016-302608,2014-02-18,2014-02-23,First Class,CG-22608,Customer_2608,Corporate,United States,Henderson,Kentucky,42420,South,PROD-302608,Furniture,Chairs,Chairs Product 2608,2428.61,12,0.1,242.861
2609,CA-2016-302609,2015-07-21,2015-07-24,Standard Class,CG-22609,Customer_2609,Corporate,United States,Miami,Florida,33101,South,PROD-302609,Office Supplies,Labels,Labels Product 2609,1745.79,3,0.15,130.9342
2610,CA-2016-302610,2017-12-16,2017-12-21,Same Day,CG-22610,Customer_2610,Home Office,United States,Seattle,Washington,98101,West,PROD-302610,Technology,Machines,Machines Product 2610,1614.98,1,0.25,40.3745
2611,CA-2016-302611,2015-02-17,2015-02-18,Standard Class,CG-22611,Customer_2611,Consumer,United States,New York,New York,10001,East,PROD-302611,Furniture,Tables,Tables Product 2611,1780.55,11,0.0,267.0825
2612,CA-2016-302612,2015-01-30,2015-02-03,Standard Class,CG-22612,Customer_2612,Corporate,United States,Chicago,Illinois,60601,Central,PROD-302612,Furniture,Bookcases,Bookcases Product 2612,2230.83,14,0.05,278.8537
2613,CA-2016-302613,2015-05-14,2015-05-20,Second Class,CG-22613,Customer_2613,Consumer,United States,Miami,Florida,33101,South,PROD-302613,Office Supplies,Paper,Paper Product 2613,1904.97,6,0.0,285.7455
2614,CA-2016-302614,2017-10-04,2017-10-11,Same Day,CG-22614,Customer_2614,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302614,Technology,Machines,Machines Product 2614,1261.01,10,0.25,31.5252
2615,CA-2016-302615,2016-12-08,2016-12-09,Second Class,CG-22615,Customer_2615,Home Office,United States,Los Angeles,California,90001,West,PROD-302615,Furniture,Chairs,Chairs Product 2615,2355.98,5,0.1,235.598
2616,CA-2016-302616,2017-01-08,2017-01-13,Standard Class,CG-22616,Customer_2616,Corporate,United States,Los Angeles,California,90001,West,PROD-302616,Technology,Accessories,Accessories Product 2616,832.68,2,0.15,62.451
2617,CA-2016-302617,2017-11-17,2017-11-19,Same Day,CG-22617,Customer_2617,Consumer,United States,Houston,Texas,77001,South,PROD-302617,Furniture,Chairs,Chairs Product 2617,1935.28,4,0.05,241.91
2618,CA-2016-302618,2017-10-04,2017-10-10,Second Class,CG-22618,Customer_2618,Home Office,United States,Chicago,Illinois,60601,Central,PROD-302618,Furniture,Tables,Tables Product 2618,889.9,10,0.1,88.99
2619,CA-2016-302619,2014-12-27,2015-01-03,First Class,CG-22619,Customer_2619,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302619,Office Supplies,Binders,Binders Product 2619,140.48,9,0.2,7.024
2620,CA-2016-302620,2015-12-08,2015-12-12,Second Class,CG-22620,Customer_2620,Corporate,United States,New York,New York,10001,East,PROD-302620,Furniture,Chairs,Chairs Product 2620,261.25,13,0.05,32.6562
2621,CA-2016-302621,2014-12-18,2014-12-21,Standard Class,CG-22621,Customer_2621,Home Office,United States,Houston,Texas,77001,South,PROD-302621,Office Supplies,Binders,Binders Product 2621,1786.55,1,0.15,133.9912
2622,CA-2016-302622,2017-05-06,2017-05-13,First Class,CG-22622,Customer_2622,Consumer,United States,Miami,Florida,33101,South,PROD-302622,Technology,Machines,Machines Product 2622,1096.17,13,0.0,164.4255
2623,CA-2016-302623,2014-05-04,2014-05-07,Same Day,CG-22623,Customer_2623,Home Office,United States,Chicago,Illinois,60601,Central,PROD-302623,Furniture,Tables,Tables Product 2623,286.85,7,0.0,43.0275
2624,CA-2016-302624,2017-03-14,2017-03-19,First Class,CG-22624,Customer_2624,Consumer,United States,Miami,Florida,33101,South,PROD-302624,Technology,Machines,Machines Product 2624,715.2,6,0.05,89.4
2625,CA-2016-302625,2015-07-22,2015-07-27,Standard Class,CG-22625,Customer_2625,Home Office,United States,Houston,Texas,77001,South,PROD-302625,Furniture,Chairs,Chairs Product 2625,1067.04,7,0.0,160.056
2626,CA-2016-302626,2017-10-30,2017-11-04,Second Class,CG-22626,Customer_2626,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302626,Technology,Phones,Phones Product 2626,2079.64,1,0.15,155.973
2627,CA-2016-302627,2015-03-26,2015-03-31,First Class,CG-22627,Customer_2627,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302627,Technology,Machines,Machines Product 2627,2084.61,1,0.2,104.2305
2628,CA-2016-302628,2015-04-05,2015-04-08,First Class,CG-22628,Customer_2628,Consumer,United States,Houston,Texas,77001,South,PROD-302628,Office Supplies,Labels,Labels Product 2628,1906.22,13,0.1,190.622
2629,CA-2016-302629,2017-08-23,2017-08-27,Second Class,CG-22629,Customer_2629,Home Office,United States,Miami,Florida,33101,South,PROD-302629,Office Supplies,Storage,Storage Product 2629,129.11,3,0.05,16.1388
2630,CA-2016-302630,2018-01-19,2018-01-23,First Class,CG-22630,Customer_2630,Consumer,United States,New York,New York,10001,East,PROD-302630,Office Supplies,Paper,Paper Product 2630,2294.12,9,0.2,114.706
2631,CA-2016-302631,2016-10-13,2016-10-20,Standard Class,CG-22631,Customer_2631,Consumer,United States,Los Angeles,California,90001,West,PROD-302631,Technology,Machines,Machines Product 2631,1346.72,12,0.0,202.008
2632,CA-2016-302632,2015-12-19,2015-12-22,Standard Class,CG-22632,Customer_2632,Consumer,United States,Los Angeles,California,90001,West,PROD-302632,Office Supplies,Binders,Binders Product 2632,2119.4,13,0.1,211.94
2633,CA-2016-302633,2014-08-11,2014-08-15,Standard Class,CG-22633,Customer_2633,Home Office,United States,Los Angeles,California,90001,West,PROD-302633,Technology,Phones,Phones Product 2633,417.3,7,0.1,41.73
2634,CA-2016-302634,2015-04-17,2015-04-24,Same Day,CG-22634,Customer_2634,Consumer,United States,Seattle,Washington,98101,West,PROD-302634,Furniture,Bookcases,Bookcases Product 2634,1813.52,14,0.05,226.69
2635,CA-2016-302635,2018-01-06,2018-01-11,Standard Class,CG-22635,Customer_2635,Consumer,United States,Houston,Texas,77001,South,PROD-302635,Technology,Accessories,Accessories Product 2635,2011.3,7,0.0,301.695
2636,CA-2016-302636,2014-03-17,2014-03-20,Standard Class,CG-22636,Customer_2636,Home Office,United States,Houston,Texas,77001,South,PROD-302636,Furniture,Bookcases,Bookcases Product 2636,1650.58,7,0.25,41.2645
2637,CA-2016-302637,2016-07-13,2016-07-16,Same Day,CG-22637,Customer_2637,Corporate,United States,Los Angeles,California,90001,West,PROD-302637,Office Supplies,Storage,Storage Product 2637,678.51,5,0.05,84.8137
2638,CA-2016-302638,2016-04-27,2016-04-28,Same Day,CG-22638,Customer_2638,Consumer,United States,Los Angeles,California,90001,West,PROD-302638,Technology,Accessories,Accessories Product 2638,2369.0,7,0.2,118.45
2639,CA-2016-302639,2017-01-26,2017-02-01,Standard Class,CG-22639,Customer_2639,Home Office,United States,New York,New York,10001,East,PROD-302639,Furniture,Tables,Tables Product 2639,2329.61,14,0.15,174.7208
2640,CA-2016-302640,2015-01-12,2015-01-13,First Class,CG-22640,Customer_2640,Consumer,United States,Miami,Florida,33101,South,PROD-302640,Office Supplies,Storage,Storage Product 2640,1127.06,12,0.2,56.353
2641,CA-2016-302641,2014-09-24,2014-09-30,First Class,CG-22641,Customer_2641,Consumer,United States,Los Angeles,California,90001,West,PROD-302641,Furniture,Tables,Tables Product 2641,206.57,2,0.1,20.657
2642,CA-2016-302642,2015-04-16,2015-04-18,Standard Class,CG-22642,Customer_2642,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302642,Office Supplies,Paper,Paper Product 2642,427.35,10,0.15,32.0513
2643,CA-2016-302643,2016-06-15,2016-06-20,Second Class,CG-22643,Customer_2643,Corporate,United States,Chicago,Illinois,60601,Central,PROD-302643,Office Supplies,Paper,Paper Product 2643,1751.64,15,0.05,218.955
2644,CA-2016-302644,2017-06-22,2017-06-27,Same Day,CG-22644,Customer_2644,Corporate,United States,Chicago,Illinois,60601,Central,PROD-302644,Technology,Accessories,Accessories Product 2644,264.22,8,0.0,39.633
2645,CA-2016-302645,2016-01-18,2016-01-25,Second Class,CG-22645,Customer_2645,Home Office,United States,Houston,Texas,77001,South,PROD-302645,Technology,Phones,Phones Product 2645,205.61,14,0.0,30.8415
2646,CA-2016-302646,2015-08-28,2015-09-03,Second Class,CG-22646,Customer_2646,Home Office,United States,Houston,Texas,77001,South,PROD-302646,Technology,Machines,Machines Product 2646,2452.25,15,0.1,245.225
2647,CA-2016-302647,2016-05-08,2016-05-11,Second Class,CG-22647,Customer_2647,Consumer,United States,Miami,Florida,33101,South,PROD-302647,Technology,Machines,Machines Product 2647,225.48,4,0.05,28.185
2648,CA-2016-302648,2016-12-29,2016-12-31,Same Day,CG-22648,Customer_2648,Home Office,United States,Miami,Florida,33101,South,PROD-302648,Office Supplies,Storage,Storage Product 2648,2255.98,15,0.05,281.9975
2649,CA-2016-302649,2016-01-14,2016-01-16,First Class,CG-22649,Customer_2649,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302649,Furniture,Tables,Tables Product 2649,2327.51,15,0.2,116.3755
2650,CA-2016-302650,2015-03-19,2015-03-26,Second Class,CG-22650,Customer_2650,Corporate,United States,Houston,Texas,77001,South,PROD-302650,Furniture,Bookcases,Bookcases Product 2650,2333.82,2,0.1,233.382
2651,CA-2016-302651,2015-05-12,2015-05-18,First Class,CG-22651,Customer_2651,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302651,Technology,Machines,Machines Product 2651,571.82,12,0.15,42.8865
2652,CA-2016-302652,2016-08-15,2016-08-19,Standard Class,CG-22652,Customer_2652,Home Office,United States,Los Angeles,California,90001,West,PROD-302652,Furniture,Bookcases,Bookcases Product 2652,1853.9,10,0.1,185.39
2653,CA-2016-302653,2015-11-28,2015-12-02,Second Class,CG-22653,Customer_2653,Consumer,United States,Houston,Texas,77001,South,PROD-302653,Office Supplies,Storage,Storage Product 2653,1107.13,15,0.2,55.3565
2654,CA-2016-302654,2015-11-10,2015-11-13,Second Class,CG-22654,Customer_2654,Consumer,United States,Los Angeles,California,90001,West,PROD-302654,Technology,Accessories,Accessories Product 2654,2399.87,8,0.2,119.9935
2655,CA-2016-302655,2017-06-10,2017-06-12,Standard Class,CG-22655,Customer_2655,Corporate,United States,Henderson,Kentucky,42420,South,PROD-302655,Technology,Phones,Phones Product 2655,632.4,9,0.0,94.86
2656,CA-2016-302656,2017-06-01,2017-06-04,Second Class,CG-22656,Customer_2656,Consumer,United States,Chicago,Illinois,60601,Central,PROD-302656,Office Supplies,Binders,Binders Product 2656,1975.34,10,0.1,197.534
2657,CA-2016-302657,2017-12-09,2017-12-16,Second Class,CG-22657,Customer_2657,Home Office,United States,Houston,Texas,77001,South,PROD-302657,Office Supplies,Binders,Binders Product 2657,2284.51,9,0.15,171.3383
2658,CA-2016-302658,2016-12-16,2016-12-20,Second Class,CG-22658,Customer_2658,Consumer,United States,New York,New York,10001,East,PROD-302658,Technology,Phones,Phones Product 2658,2105.03,9,0.05,263.1288
2659,CA-2016-302659,2017-10-14,2017-10-21,Standard Class,CG-22659,Customer_2659,Corporate,United States,Henderson,Kentucky,42420,South,PROD-302659,Technology,Phones,Phones Product 2659,1741.95,11,0.15,130.6463
2660,CA-2016-302660,2017-07-24,2017-07-29,Same Day,CG-22660,Customer_2660,Corporate,United States,Houston,Texas,77001,South,PROD-302660,Office Supplies,Storage,Storage Product 2660,210.7,11,0.2,10.535
2661,CA-2016-302661,2017-10-21,2017-10-26,First Class,CG-22661,Customer_2661,Home Office,United States,Miami,Florida,33101,South,PROD-302661,Furniture,Chairs,Chairs Product 2661,92.07,1,0.1,9.207
2662,CA-2016-302662,2015-11-25,2015-12-02,Second Class,CG-22662,Customer_2662,Corporate,United States,Los Angeles,California,90001,West,PROD-302662,Technology,Accessories,Accessories Product 2662,690.94,1,0.1,69.094
2663,CA-2016-302663,2015-11-09,2015-11-16,Standard Class,CG-22663,Customer_2663,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302663,Technology,Machines,Machines Product 2663,1020.06,5,0.1,102.006
2664,CA-2016-302664,2018-01-08,2018-01-13,First Class,CG-22664,Customer_2664,Corporate,United States,Miami,Florida,33101,South,PROD-302664,Office Supplies,Paper,Paper Product 2664,458.79,1,0.0,68.8185
2665,CA-2016-302665,2014-01-19,2014-01-24,Second Class,CG-22665,Customer_2665,Consumer,United States,Houston,Texas,77001,South,PROD-302665,Office Supplies,Binders,Binders Product 2665,111.56,8,0.2,5.578
2666,CA-2016-302666,2016-10-21,2016-10-26,Same Day,CG-22666,Customer_2666,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302666,Furniture,Tables,Tables Product 2666,2323.66,15,0.05,290.4575
2667,CA-2016-302667,2015-09-06,2015-09-08,Standard Class,CG-22667,Customer_2667,Corporate,United States,Houston,Texas,77001,South,PROD-302667,Office Supplies,Labels,Labels Product 2667,1524.51,13,0.15,114.3383
2668,CA-2016-302668,2014-05-01,2014-05-06,Same Day,CG-22668,Customer_2668,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302668,Technology,Accessories,Accessories Product 2668,10.44,14,0.0,1.566
2669,CA-2016-302669,2016-02-25,2016-02-29,First Class,CG-22669,Customer_2669,Corporate,United States,Miami,Florida,33101,South,PROD-302669,Technology,Phones,Phones Product 2669,1475.8,15,0.25,36.895
2670,CA-2016-302670,2014-04-23,2014-04-30,Standard Class,CG-22670,Customer_2670,Home Office,United States,Chicago,Illinois,60601,Central,PROD-302670,Furniture,Tables,Tables Product 2670,1383.31,11,0.1,138.331
2671,CA-2016-302671,2016-04-05,2016-04-09,First Class,CG-22671,Customer_2671,Consumer,United States,New York,New York,10001,East,PROD-302671,Technology,Accessories,Accessories Product 2671,363.36,10,0.0,54.504
2672,CA-2016-302672,2014-09-16,2014-09-17,Standard Class,CG-22672,Customer_2672,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302672,Technology,Machines,Machines Product 2672,1416.52,14,0.0,212.478
2673,CA-2016-302673,2015-09-19,2015-09-21,Standard Class,CG-22673,Customer_2673,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302673,Furniture,Chairs,Chairs Product 2673,1678.77,6,0.05,209.8462
2674,CA-2016-302674,2016-02-22,2016-02-29,Standard Class,CG-22674,Customer_2674,Consumer,United States,Los Angeles,California,90001,West,PROD-302674,Technology,Accessories,Accessories Product 2674,1723.47,1,0.0,258.5205
2675,CA-2016-302675,2015-07-10,2015-07-15,Standard Class,CG-22675,Customer_2675,Corporate,United States,Houston,Texas,77001,South,PROD-302675,Furniture,Bookcases,Bookcases Product 2675,1107.71,10,0.25,27.6927
2676,CA-2016-302676,2014-10-06,2014-10-09,Standard Class,CG-22676,Customer_2676,Home Office,United States,Seattle,Washington,98101,West,PROD-302676,Office Supplies,Paper,Paper Product 2676,2396.18,3,0.25,59.9045
2677,CA-2016-302677,2017-12-19,2017-12-21,First Class,CG-22677,Customer_2677,Corporate,United States,Miami,Florida,33101,South,PROD-302677,Technology,Machines,Machines Product 2677,1588.66,14,0.1,158.866
2678,CA-2016-302678,2017-10-25,2017-10-28,Same Day,CG-22678,Customer_2678,Corporate,United States,Henderson,Kentucky,42420,South,PROD-302678,Office Supplies,Labels,Labels Product 2678,1023.91,4,0.05,127.9887
2679,CA-2016-302679,2017-01-20,2017-01-25,Second Class,CG-22679,Customer_2679,Corporate,United States,Miami,Florida,33101,South,PROD-302679,Office Supplies,Storage,Storage Product 2679,386.01,10,0.0,57.9015
2680,CA-2016-302680,2014-09-10,2014-09-11,Second Class,CG-22680,Customer_2680,Home Office,United States,New York,New York,10001,East,PROD-302680,Office Supplies,Binders,Binders Product 2680,179.4,7,0.2,8.97
2681,CA-2016-302681,2015-08-10,2015-08-15,First Class,CG-22681,Customer_2681,Home Office,United States,Henderson,Kentucky,42420,South,PROD-302681,Office Supplies,Labels,Labels Product 2681,1769.03,5,0.0,265.3545
2682,CA-2016-302682,2015-08-23,2015-08-30,Second Class,CG-22682,Customer_2682,Consumer,United States,Henderson,Kentucky,42420,South,PROD-302682,Furniture,Tables,Tables Product 2682,276.56,11,0.25,6.914
2683,CA-2016-302683,2017-09-22,2017-09-26,Second Class,CG-22683,Customer_2683,Home Office,United States,Seattle,Washington,98101,West,PROD-302683,Furniture,Chairs,Chairs Product 2683,2406.68,5,0.0,361.002
2684,CA-2016-302684,2015-10-24,2015-10-28,Second Class,CG-22684,Customer_2684,Corporate,United States,New York,New York,10001,East,PROD-302684,Technology,Phones,Phones Product 2684,27.31,4,0.0,4.0965
2685,CA-2016-302685,2015-03-08,2015-03-14,Standard Class,CG-22685,Customer_2685,Corporate,United States,Houston,Texas,77001,South,PROD-302685,Technology,Accessories,Accessories Product 2685,686.09,2,0.05,85.7613
2686,CA-2016-302686,2014-03-24,2014-03-26,First Class,CG-22686,Customer_2686,Corporate,United States,Houston,Texas,77001,South,PROD-302686,Technology,Machines,Machines Product 2686,197.52,14,0.25,4.938
2687,CA-2016-302687,2017-04-24,2017-04-28,Standard Class,CG-22687,Customer_2687,Home Office,United States,Chicago,Illinois,60601,Central,PROD-302687,Office Supplies,Paper,Paper Product 2687,1743.85,1,0.1,174.385
2688,CA-2016-302688,2014-02-04,2014-02-10,Standard Class,CG-22688,Customer_2688,Home Office,United States,Chicago,Illinois,60601,Central,PROD-302688,Furniture,Chairs,Chairs Product 2688,701.81,7,0.2,35.0905
2689,CA-2016-302689,2015-04-17,2015-04-18,Same Day,CG-22689,Customer_2689,Consumer,United States,Los Angeles,California,90001,West,PROD-302689,Furniture,Tables,Tables Product 2689,955.04,7,0.15,71.628
2690,CA-2016-302690,2015-05-29,2015-05-31,Second Class,CG-22690,Customer_2690,Consumer,United States,Seattle,Washington,98101,West,PROD-302690,Technology,Machines,Machines Product 2690,1652.21,14,0.2,82.6105
2691,CA-2016-302691,2015-05-25,2015-05-29,Second Class,CG-22691,Customer_2691,Corporate,United States,Miami,Florida,33101,South,PROD-302691,Furniture,Bookcases,Bookcases Product 2691,2296.93,13,0.0,344.5395
